"videoID","videoPage","genre","title","subtitle","media","broadcastDate","downloadDate","videoName","videoPath","videoValidated"
"/corner/f0080440","https://tver.jp/corner/f0080440","drama","孤独のグルメ Season9","第5話 静岡県伊東市宇佐美の牛焼きしゃぶと豚焼きしゃぶ","ネットもテレ東","08月06日(金)放送","2021-08-08 22:33:55","孤独のグルメ Season9 08月06日(金)放送 第5話 静岡県伊東市宇佐美の牛焼きしゃぶと豚焼きしゃぶ.mp4","W:\TVer\孤独のグルメ Season9\孤独のグルメ Season9 08月06日(金)放送 第5話 静岡県伊東市宇佐美の牛焼きしゃぶと豚焼きしゃぶ.mp4","1"
"/corner/f0080188","https://tver.jp/corner/f0080188","drama","緊急取調室(2021)","『緊急取調室』未公開NG&メイキング映像(1)","テレ朝見逃し","","2021-08-08 22:34:40","緊急取調室(2021)  『緊急取調室』未公開NG&メイキング映像(1).mp4","W:\TVer\緊急取調室(2021)\緊急取調室(2021)  『緊急取調室』未公開NG&メイキング映像(1).mp4","1"
"/corner/f0080015","https://tver.jp/corner/f0080015","drama","IP～サイバー捜査班","話題のドラマ、後半戦を前に！4分で分かる「IP～サイバー捜査班」の3大魅力!!","テレ朝見逃し","","2021-08-08 22:35:02","IP～サイバー捜査班  話題のドラマ、後半戦を前に！4分で分かる「IP～サイバー捜査班」の3大魅力!!.mp4","W:\TVer\IP～サイバー捜査班\IP～サイバー捜査班  話題のドラマ、後半戦を前に！4分で分かる「IP～サイバー捜査班」の3大魅力!!.mp4","1"
"/corner/f0080314","https://tver.jp/corner/f0080314","drama","ひねくれ女のボッチ飯","第6話 焼肉でひねくれる","ネットもテレ東","08月05日(木)放送","2021-08-08 22:35:28","ひねくれ女のボッチ飯 08月05日(木)放送 第6話 焼肉でひねくれる.mp4","W:\TVer\ひねくれ女のボッチ飯\ひねくれ女のボッチ飯 08月05日(木)放送 第6話 焼肉でひねくれる.mp4","1"
"/corner/f0080315","https://tver.jp/corner/f0080315","drama","お耳に合いましたら。","第4話 今夜はやけ食いなのである！","ネットもテレ東","08月05日(木)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0080166","https://tver.jp/corner/f0080166","drama","初情事まであと1時間","「ビフォア」松雪泰子 大森南朋 【監督・脚本：大九明子】《ドラマ特区》","MBS動画イズム","08月05日(木)放送","2021-08-08 22:37:00","初情事まであと1時間 08月05日(木)放送 「ビフォア」松雪泰子 大森南朋 【監督・脚本：大九明子】《ドラマ特区》.mp4","W:\TVer\初情事まであと1時間\初情事まであと1時間 08月05日(木)放送 「ビフォア」松雪泰子 大森南朋 【監督・脚本：大九明子】《ドラマ特区》.mp4","1"
"/corner/f0080316","https://tver.jp/corner/f0080316","drama","理想のオトコ","第1話 人生最大のモテ期到来!?","ネットもテレ東","08月05日(木)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0079953","https://tver.jp/corner/f0079953","drama","Love Beyond Frontier","第11話【全13話/タイドラマ 日本語字幕版】","テレ朝見逃し","08月05日(木)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0080197","https://tver.jp/corner/f0080197","drama","推しの王子様","#4 突然の告白…推しが燃えて知る大切な事","FOD見逃し無料","08月05日(木)放送","2021-08-08 22:38:55","推しの王子様 08月05日(木)放送 #4 突然の告白…推しが燃えて知る大切な事.mp4","W:\TVer\推しの王子様\推しの王子様 08月05日(木)放送 #4 突然の告白…推しが燃えて知る大切な事.mp4","1"
"/corner/f0079670","https://tver.jp/corner/f0079670","drama","ドラマSP 警視庁ひきこもり係","","テレ朝見逃し","08月05日(木)放送","2021-08-08 22:39:47","ドラマSP 警視庁ひきこもり係 08月05日(木)放送.mp4","W:\TVer\ドラマSP 警視庁ひきこもり係\ドラマSP 警視庁ひきこもり係 08月05日(木)放送.mp4","1"
"/corner/f0080280","https://tver.jp/corner/f0080280","drama","彼女はキレイだった スペシャルダイジェスト！","#3ダイジェスト 明かされる本当の思い！運命の嵐の夜！","カンテレドーガ","","2021-08-08 22:40:31","彼女はキレイだった スペシャルダイジェスト！  #3ダイジェスト 明かされる本当の思い！運命の嵐の夜！.mp4","W:\TVer\彼女はキレイだった スペシャルダイジェスト！\彼女はキレイだった スペシャルダイジェスト！  #3ダイジェスト 明かされる本当の思い！運命の嵐の夜！.mp4","1"
"/corner/f0080213","https://tver.jp/corner/f0080213","drama","ひとりキャンプで食って寝る","第12話(最終回) きみは鮎じゃない鰻じゃない","ネットもテレ東","2019年放送","2021-08-08 22:41:16","ひとりキャンプで食って寝る 2019年放送 第12話(最終回) きみは鮎じゃない鰻じゃない.mp4","W:\TVer\ひとりキャンプで食って寝る\ひとりキャンプで食って寝る 2019年放送 第12話(最終回) きみは鮎じゃない鰻じゃない.mp4","1"
"/corner/f0080214","https://tver.jp/corner/f0080214","drama","ソロ活女子のススメ","第5話 ソロフレンチフルコース","ネットもテレ東","08月04日(水)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0080067","https://tver.jp/corner/f0080067","drama","ボイスⅡ 110緊急指令室","#2","日テレ無料","07月17日(土)放送","2021-08-08 22:42:27","ボイスⅡ 110緊急指令室 07月17日(土)放送 #2.mp4","W:\TVer\ボイスⅡ 110緊急指令室\ボイスⅡ 110緊急指令室 07月17日(土)放送 #2.mp4","1"
"/corner/f0080204","https://tver.jp/corner/f0080204","drama","ハコヅメ～たたかう！交番女子～","特別編(1)","日テレ無料","08月04日(水)放送","2021-08-08 22:43:13","ハコヅメ～たたかう！交番女子～ 08月04日(水)放送 特別編(1).mp4","W:\TVer\ハコヅメ～たたかう！交番女子～\ハコヅメ～たたかう！交番女子～ 08月04日(水)放送 特別編(1).mp4","1"
"/corner/f0080065","https://tver.jp/corner/f0080065","drama","サレタガワのブルー","第4話《ドラマイズム》","MBS動画イズム","08月03日(火)放送","2021-08-08 22:43:59","サレタガワのブルー 08月03日(火)放送 第4話《ドラマイズム》.mp4","W:\TVer\サレタガワのブルー\サレタガワのブルー 08月03日(火)放送 第4話《ドラマイズム》.mp4","1"
"/corner/f0080181","https://tver.jp/corner/f0080181","drama","プロミス･シンデレラ","第4話 初恋相手と再会!交錯する兄弟の想い","TBS FREE","08月03日(火)放送","2021-08-08 22:44:47","プロミス･シンデレラ 08月03日(火)放送 第4話 初恋相手と再会!交錯する兄弟の想い.mp4","W:\TVer\プロミス･シンデレラ\プロミス･シンデレラ 08月03日(火)放送 第4話 初恋相手と再会!交錯する兄弟の想い.mp4","1"
"/corner/f0080074","https://tver.jp/corner/f0080074","drama","ボクの殺意が恋をした","秘密編開幕！第5話8/8(日)放送SP","日テレ無料","08月04日(水)放送","2021-08-08 22:45:31","ボクの殺意が恋をした 08月04日(水)放送 秘密編開幕！第5話88(日)放送SP.mp4","W:\TVer\ボクの殺意が恋をした\ボクの殺意が恋をした 08月04日(水)放送 秘密編開幕！第5話88(日)放送SP.mp4","1"
"/corner/f0079868","https://tver.jp/corner/f0079868","drama","百合だのかんだの","第3話 大人のオモチャ、かわゆす","FOD見逃し無料","08月02日(月)放送","2021-08-08 22:46:17","百合だのかんだの 08月02日(月)放送 第3話 大人のオモチャ、かわゆす.mp4","W:\TVer\百合だのかんだの\百合だのかんだの 08月02日(月)放送 第3話 大人のオモチャ、かわゆす.mp4","1"
"/corner/f0079883","https://tver.jp/corner/f0079883","drama","彼女のウラ世界","<AKIKO SIDE>#2 彼が知らない私","FOD見逃し無料","08月02日(月)放送","2021-08-08 22:46:48","彼女のウラ世界 08月02日(月)放送 AKIKO SIDE#2 彼が知らない私.mp4","W:\TVer\彼女のウラ世界\彼女のウラ世界 08月02日(月)放送 AKIKO SIDE#2 彼が知らない私.mp4","1"
"/corner/f0080049","https://tver.jp/corner/f0080049","drama","武士スタント逢坂くん！","#2 僕と勝負してくれませんか？男同士の相撲対決","日テレ無料","08月02日(月)放送","2021-08-08 22:47:12","武士スタント逢坂くん！ 08月02日(月)放送 #2 僕と勝負してくれませんか？男同士の相撲対決.mp4","W:\TVer\武士スタント逢坂くん！\武士スタント逢坂くん！ 08月02日(月)放送 #2 僕と勝負してくれませんか？男同士の相撲対決.mp4","1"
"/corner/f0080078","https://tver.jp/corner/f0080078","drama","今夜はコの字で","コの五 町田「酒蔵初孫」","ネットもテレ東","08月02日(月)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0080077","https://tver.jp/corner/f0080077","drama","シェフは名探偵","第9話(最終回)","ネットもテレ東","08月02日(月)放送","2021-08-08 22:48:41","シェフは名探偵 08月02日(月)放送 第9話(最終回).mp4","W:\TVer\シェフは名探偵\シェフは名探偵 08月02日(月)放送 第9話(最終回).mp4","1"
"/corner/f0079669","https://tver.jp/corner/f0079669","drama","西村京太郎 サスペンス 鉄道捜査官","","テレ朝見逃し","08月02日(月)放送","2021-08-08 22:49:27","西村京太郎 サスペンス 鉄道捜査官 08月02日(月)放送.mp4","W:\TVer\西村京太郎 サスペンス 鉄道捜査官\西村京太郎 サスペンス 鉄道捜査官 08月02日(月)放送.mp4","0"
"/corner/f0079893","https://tver.jp/corner/f0079893","drama","新米姉妹のふたりごはん","12品目(最終回) ローストチキン","ネットもテレ東","2019年放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0078998","https://tver.jp/corner/f0078998","drama","チア☆ダン","STORY5 仲間を傷つけるのは許さん!学園祭の約束","TBS FREE","2018年放送","2021-08-08 22:50:43","チア☆ダン 2018年放送 STORY5 仲間を傷つけるのは許さん!学園祭の約束.mp4","W:\TVer\チア☆ダン\チア☆ダン 2018年放送 STORY5 仲間を傷つけるのは許さん!学園祭の約束.mp4","0"
"/corner/f0079968","https://tver.jp/corner/f0079968","drama","ボイスⅡ 110緊急指令室","#4","日テレ無料","07月31日(土)放送","2021-08-08 22:51:27","ボイスⅡ 110緊急指令室 07月31日(土)放送 #4.mp4","W:\TVer\ボイスⅡ 110緊急指令室\ボイスⅡ 110緊急指令室 07月31日(土)放送 #4.mp4","0"
"/corner/f0079180","https://tver.jp/corner/f0079180","drama","美 少年！カウントダウンヒーローズ！！","「ザ・ハイスクールヒーローズ」放送記念！カウントダウン特別企画！美 少年メンバーが日替わりでカウントダウンに挑戦。岩﨑大昇編","テレ朝見逃し","","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0079850","https://tver.jp/corner/f0079850","drama","漂着者","ep,2","テレ朝見逃し","07月30日(金)放送","2021-08-08 22:52:59","漂着者 07月30日(金)放送 ep,2.mp4","W:\TVer\漂着者\漂着者 07月30日(金)放送 ep,2.mp4","0"
"/corner/f0079864","https://tver.jp/corner/f0079864","drama","イタイケに恋して","#5 タイムカプセルにラブレター！初恋相手は誰？","ytvMyDo！","07月29日(木)放送","2021-08-08 22:53:50","イタイケに恋して 07月29日(木)放送 #5 タイムカプセルにラブレター！初恋相手は誰？.mp4","W:\TVer\イタイケに恋して\イタイケに恋して 07月29日(木)放送 #5 タイムカプセルにラブレター！初恋相手は誰？.mp4","0"
"/corner/f0079875","https://tver.jp/corner/f0079875","drama","ひねくれ女のボッチ飯","「ひねくれ女のボッチ飯・おいしい！ 見どころ特集」主演：飯豊まりえ 語り：下野紘","ネットもテレ東","","2021-08-08 22:54:14","ひねくれ女のボッチ飯  「ひねくれ女のボッチ飯・おいしい！ 見どころ特集」主演：飯豊まりえ 語り：下野紘.mp4","W:\TVer\ひねくれ女のボッチ飯\ひねくれ女のボッチ飯  「ひねくれ女のボッチ飯・おいしい！ 見どころ特集」主演：飯豊まりえ 語り：下野紘.mp4","0"
"/corner/f0079740","https://tver.jp/corner/f0079740","drama","女子グルメバーガー部","第12話(最終回)","ネットもテレ東","2020年放送","2021-08-08 22:54:42","女子グルメバーガー部 2020年放送 第12話(最終回).mp4","W:\TVer\女子グルメバーガー部\女子グルメバーガー部 2020年放送 第12話(最終回).mp4","0"
"/corner/f0079794","https://tver.jp/corner/f0079794","drama","八月は夜のバッティングセンターで。","四回 インコース","ネットもテレ東","07月28日(水)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0079797","https://tver.jp/corner/f0079797","drama","にぶんのいち夫婦《ドラマParavi》","最終話 にぶんのいち夫婦","ネットもテレ東","07月28日(水)放送","2021-08-08 22:56:13","にぶんのいち夫婦《ドラマParavi》 07月28日(水)放送 最終話 にぶんのいち夫婦.mp4","W:\TVer\にぶんのいち夫婦《ドラマParavi》\にぶんのいち夫婦《ドラマParavi》 07月28日(水)放送 最終話 にぶんのいち夫婦.mp4","0"
"/corner/f0079795","https://tver.jp/corner/f0079795","drama","ただ離婚してないだけ《ドラマホリック！》","第4話","ネットもテレ東","07月28日(水)放送","2021-08-08 22:57:02","ただ離婚してないだけ《ドラマホリック！》 07月28日(水)放送 第4話.mp4","W:\TVer\ただ離婚してないだけ《ドラマホリック！》\ただ離婚してないだけ《ドラマホリック！》 07月28日(水)放送 第4話.mp4","0"
"/corner/f0079768","https://tver.jp/corner/f0079768","drama","ガル学。～ガールズガーデン～","page04 原宿ダンスコンテスト！","ネットもテレ東","07月28日(水)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0079692","https://tver.jp/corner/f0079692","drama","彼女はキレイだった","#4 二人きりの出張旅行 鬼上司の最高の笑顔","カンテレドーガ","07月27日(火)放送","2021-08-08 22:58:12","彼女はキレイだった 07月27日(火)放送 #4 二人きりの出張旅行 鬼上司の最高の笑顔.mp4","W:\TVer\彼女はキレイだった\彼女はキレイだった 07月27日(火)放送 #4 二人きりの出張旅行 鬼上司の最高の笑顔.mp4","0"
"/corner/f0079456","https://tver.jp/corner/f0079456","drama","ナイト・ドクター","5分でわかる1～5話ダイジェスト","FOD見逃し無料","","2021-08-08 23:00:03","ナイト・ドクター  5分でわかる1～5話ダイジェスト.mp4","W:\TVer\ナイト・ドクター\ナイト・ドクター  5分でわかる1～5話ダイジェスト.mp4","0"
"/corner/f0079292","https://tver.jp/corner/f0079292","drama","緊急取調室(2021)","第三話 勇者の嘘","テレ朝見逃し","07月22日(木)放送","2021-08-08 23:00:51","緊急取調室(2021) 07月22日(木)放送 第三話 勇者の嘘.mp4","W:\TVer\緊急取調室(2021)\緊急取調室(2021) 07月22日(木)放送 第三話 勇者の嘘.mp4","0"
"/corner/f0079257","https://tver.jp/corner/f0079257","drama","IP～サイバー捜査班","IP_4 デジタルタトゥー","テレ朝見逃し","07月22日(木)放送","2021-08-08 23:01:16","IP～サイバー捜査班 07月22日(木)放送 IP_4 デジタルタトゥー.mp4","W:\TVer\IP～サイバー捜査班\IP～サイバー捜査班 07月22日(木)放送 IP_4 デジタルタトゥー.mp4","0"
"/corner/f0079005","https://tver.jp/corner/f0079005","drama","刑事7人 (2021)","第3話","テレ朝見逃し","07月21日(水)放送","2021-08-08 23:02:03","刑事7人 (2021) 07月21日(水)放送 第3話.mp4","W:\TVer\刑事7人 (2021)\刑事7人 (2021) 07月21日(水)放送 第3話.mp4","0"
"/corner/f0078954","https://tver.jp/corner/f0078954","drama","偶然見つけたハル","第3話","FOD見逃し無料","07月19日(月)放送","2021-08-08 23:02:48","偶然見つけたハル 07月19日(月)放送 第3話.mp4","W:\TVer\偶然見つけたハル\偶然見つけたハル 07月19日(月)放送 第3話.mp4","0"
"/corner/f0079128","https://tver.jp/corner/f0079128","drama","ナイト・ドクター","#5 明かされる成瀬が抱える過去の秘密！！","FOD見逃し無料","07月19日(月)放送","2021-08-08 23:03:12","ナイト・ドクター 07月19日(月)放送 #5 明かされる成瀬が抱える過去の秘密！！.mp4","W:\TVer\ナイト・ドクター\ナイト・ドクター 07月19日(月)放送 #5 明かされる成瀬が抱える過去の秘密！！.mp4","0"
"/corner/f0079083","https://tver.jp/corner/f0079083","drama","#家族募集します","第2話 破天荒ママ襲来!!早くも家族解散の危機","TBS FREE","07月16日(金)放送","2021-08-08 23:04:01","#家族募集します 07月16日(金)放送 第2話 破天荒ママ襲来!!早くも家族解散の危機.mp4","W:\TVer\#家族募集します\#家族募集します 07月16日(金)放送 第2話 破天荒ママ襲来!!早くも家族解散の危機.mp4","0"
"/corner/f0078283","https://tver.jp/corner/f0078283","drama","ソロ活女子のススメ","第1話 ソロ焼肉とソロリムジン","ネットもテレ東","07月07日(水)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0077994","https://tver.jp/corner/f0077994","drama","【予告】イタイケに恋して","毎週木曜23時59分 ~ 放送中","ytvMyDo！","","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/corner/f0040344","https://tver.jp/corner/f0040344","drama","妄想エレベーター","第2弾 #6「ノットリリースザボール系男子」","ytvMyDo！","10月04日(金)放送","2021-08-08 23:06:02","妄想エレベーター 10月04日(金)放送 第2弾 #6「ノットリリースザボール系男子」.mp4","W:\TVer\妄想エレベーター\妄想エレベーター 10月04日(金)放送 第2弾 #6「ノットリリースザボール系男子」.mp4","0"
"/feature/f0079719","https://tver.jp/feature/f0079719","drama","花のち晴れ～花男 Next Season～","#5 恋敵現る!四角関係スタート!?人生初の愛の告白!?","TBS FREE","2018年放送","2021-08-08 23:06:25","花のち晴れ～花男 Next Season～ 2018年放送 #5 恋敵現る!四角関係スタート!人生初の愛の告白!.mp4","W:\TVer\花のち晴れ～花男 Next Season～\花のち晴れ～花男 Next Season～ 2018年放送 #5 恋敵現る!四角関係スタート!人生初の愛の告白!.mp4","0"
"/feature/f0078196","https://tver.jp/feature/f0078196","drama","ウォーターボーイズ","#7 シンクロへの想い","FOD見逃し無料","2003年放送","2021-08-08 23:07:12","ウォーターボーイズ 2003年放送 #7 シンクロへの想い.mp4","W:\TVer\ウォーターボーイズ\ウォーターボーイズ 2003年放送 #7 シンクロへの想い.mp4","0"
"/feature/f0077837","https://tver.jp/feature/f0077837","drama","スローダンス","#7 キスで気づく本心","FOD見逃し無料","2005年放送","2021-08-08 23:07:39","スローダンス 2005年放送 #7 キスで気づく本心.mp4","W:\TVer\スローダンス\スローダンス 2005年放送 #7 キスで気づく本心.mp4","0"
"/feature/f0077678","https://tver.jp/feature/f0077678","drama","恋仲","#7 告白","FOD見逃し無料","2015年放送","2021-08-08 23:08:04","恋仲 2015年放送 #7 告白.mp4","W:\TVer\恋仲\恋仲 2015年放送 #7 告白.mp4","0"
"/feature/f0080401","https://tver.jp/feature/f0080401","drama","孤独のグルメ Season4","第9話 渋谷区神宮前の毛沢東スペアリブと黒チャーハン","ネットもテレ東","08月08日(日)放送","2021-08-08 23:08:52","孤独のグルメ Season4 08月08日(日)放送 第9話 渋谷区神宮前の毛沢東スペアリブと黒チャーハン.mp4","W:\TVer\孤独のグルメ Season4\孤独のグルメ Season4 08月08日(日)放送 第9話 渋谷区神宮前の毛沢東スペアリブと黒チャーハン.mp4","0"
"/feature/f0080442","https://tver.jp/feature/f0080442","drama","警視庁ゼロ係～生活安全課なんでも相談室～THIRD SEASON","第5話 殺人慰安旅行","ネットもテレ東","08月07日(土)放送","2021-08-08 23:09:37","警視庁ゼロ係～生活安全課なんでも相談室～THIRD SEASON 08月07日(土)放送 第5話 殺人慰安旅行.mp4","W:\TVer\警視庁ゼロ係～生活安全課なんでも相談室～THIRD SEASON\警視庁ゼロ係～生活安全課なんでも相談室～THIRD SEASON 08月07日(土)放送 第5話 殺人慰安旅行.mp4","0"
"/feature/f0080416","https://tver.jp/feature/f0080416","drama","サウナぼっち｡","雄大な自然とテントサウナでととのう(パート2)","TBS FREE","08月06日(金)放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/feature/f0080138","https://tver.jp/feature/f0080138","drama","居酒屋ふじ","第12話(最終回)","ネットもテレ東","2017年放送","2021-08-08 23:10:53","居酒屋ふじ 2017年放送 第12話(最終回).mp4","W:\TVer\居酒屋ふじ\居酒屋ふじ 2017年放送 第12話(最終回).mp4","0"
"/feature/f0079878","https://tver.jp/feature/f0079878","drama","好きな人がいること","#3 好きです","FOD見逃し無料","08月03日(火)放送","2021-08-08 23:11:43","好きな人がいること 08月03日(火)放送 #3 好きです.mp4","W:\TVer\好きな人がいること\好きな人がいること 08月03日(火)放送 #3 好きです.mp4","0"
"/feature/f0078676","https://tver.jp/feature/f0078676","drama","ROOKIES","第5回 負けたら解散…その時､最後の男!","TBS FREE","2008年放送","2021-08-08 23:12:31","ROOKIES 2008年放送 第5回 負けたら解散…その時､最後の男!.mp4","W:\TVer\ROOKIES\ROOKIES 2008年放送 第5回 負けたら解散…その時､最後の男!.mp4","0"
"/feature/f0079043","https://tver.jp/feature/f0079043","drama","オヤジぃ｡","第5話 ｢独裁者の涙｣","TBS FREE","2000年放送","2021-08-08 23:13:19","オヤジぃ｡ 2000年放送 第5話 ｢独裁者の涙｣.mp4","W:\TVer\オヤジぃ｡\オヤジぃ｡ 2000年放送 第5話 ｢独裁者の涙｣.mp4","0"
"/feature/f0079023","https://tver.jp/feature/f0079023","drama","協奏曲","第5話 ジェラシー","TBS FREE","1996年放送","2021-08-08 23:14:07","協奏曲 1996年放送 第5話 ジェラシー.mp4","W:\TVer\協奏曲\協奏曲 1996年放送 第5話 ジェラシー.mp4","0"
"/feature/f0080009","https://tver.jp/feature/f0080009","drama","男女7人夏物語","第一回｢今晩､おヒマ?｣","TBS FREE","1986年放送","2021-08-08 23:14:59","男女7人夏物語 1986年放送 第一回｢今晩､おヒマ｣.mp4","W:\TVer\男女7人夏物語\男女7人夏物語 1986年放送 第一回｢今晩､おヒマ｣.mp4","0"
"/feature/f0080002","https://tver.jp/feature/f0080002","drama","40万キロかなたの恋","第4話(最終回)","ネットもテレ東","2020年放送","2021-08-08 23:15:54","40万キロかなたの恋 2020年放送 第4話(最終回).mp4","W:\TVer\40万キロかなたの恋\40万キロかなたの恋 2020年放送 第4話(最終回).mp4","0"
"/feature/f0079709","https://tver.jp/feature/f0079709","drama","孤独のグルメ Season2","第12話(最終回)東京都三鷹市お母さんのコロッケとぶり大根","ネットもテレ東","2012年放送","2021-08-08 23:16:51","孤独のグルメ Season2 2012年放送 第12話(最終回)東京都三鷹市お母さんのコロッケとぶり大根.mp4","W:\TVer\孤独のグルメ Season2\孤独のグルメ Season2 2012年放送 第12話(最終回)東京都三鷹市お母さんのコロッケとぶり大根.mp4","0"
"/feature/f0079423","https://tver.jp/feature/f0079423","drama","吉祥寺だけが住みたい街ですか？","第11話(最終回) 東京に住む理由","ネットもテレ東","2016年放送","2021-08-08 23:17:47","吉祥寺だけが住みたい街ですか？ 2016年放送 第11話(最終回) 東京に住む理由.mp4","W:\TVer\吉祥寺だけが住みたい街ですか？\吉祥寺だけが住みたい街ですか？ 2016年放送 第11話(最終回) 東京に住む理由.mp4","0"
"/feature/f0079308","https://tver.jp/feature/f0079308","drama","初森ベマーズ《乃木坂46主演》","最終球 もう少しの夢","ネットもテレ東","2015年放送","2021-08-08 23:18:40","初森ベマーズ《乃木坂46主演》 2015年放送 最終球 もう少しの夢.mp4","W:\TVer\初森ベマーズ《乃木坂46主演》\初森ベマーズ《乃木坂46主演》 2015年放送 最終球 もう少しの夢.mp4","0"
"/feature/f0078364","https://tver.jp/feature/f0078364","drama","AKBホラーナイト アドレナリンの夜","第5話 『ドッペルゲンガー』","テレ朝見逃し","2015年放送","-- IGNORED --","-- IGNORED --","-- IGNORED --","0"
"/feature/f0078448","https://tver.jp/feature/f0078448","drama","都市伝説の女","第1話","テレ朝見逃し","2012年放送","2021-08-08 23:23:11","都市伝説の女 2012年放送 第1話.mp4","W:\TVer\都市伝説の女\都市伝説の女 2012年放送 第1話.mp4","0"
